seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1881
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1881
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,14.42,-0.817162028,1880
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1880
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1880
chr16,84775000,84800000,25001,*,17.55,-0.815132968,9100,84733555,84813527,+,inside,41445,13527,NearestLocation,USP10,20.69,-0.799132153,1882
chr16,84775000,84800000,25001,*,17.55,-0.815132968,9100,84733555,84813527,+,inside,41445,13527,NearestLocation,USP10,17.55,-0.815132968,1882
chr16,78705000,78710000,5001,*,17.55,-0.815986401,51741,78133327,79246564,+,inside,571673,536564,NearestLocation,WWOX,17.55,-0.815986401,1883
chr1,100740000,100750000,10001,*,14.42,-0.817162028,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,14.42,-0.817162028,1884
chr1,100740000,100750000,10001,*,14.42,-0.817162028,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1884
chr1,100740000,100750000,10001,*,14.42,-0.817162028,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1884
chr1,100740000,100750000,10001,*,14.42,-0.817162028,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,14.42,-0.817162028,1884
chr1,100740000,100750000,10001,*,14.42,-0.817162028,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1884
chr1,100740000,100750000,10001,*,14.42,-0.817162028,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1884
chr5,36250000,36260000,10001,*,15.67,-0.817499549,202151,36249104,36302011,-,inside,52011,896,Overlapping,RANBP3L,15.67,-0.817499549,1885
chr5,36250000,36260000,10001,*,15.67,-0.817499549,133686,36192694,36242258,-,upstream,-7742,7742,NearestLocation,NADK2,15.67,-0.817499549,1885
chr17,66225000,66250000,25001,*,13.17,-0.817831897,51321,66244145,66253305,+,overlapStart,-19145,3305,NearestLocation,AMZ2,13.17,-0.817831897,1886
chr20,9050000,9055000,5001,*,32.6,-0.8186055,5332,9049701,9461462,+,inside,299,299,NearestLocation,PLCB4,32.6,-0.8186055,1887
chr12,25730000,25740000,10001,*,15.67,-0.818614788,160492,25629016,25801496,-,inside,71496,61496,NearestLocation,LMNTD1,15.67,-0.818614788,1888
chr12,81970000,81975000,5001,*,15.05,-0.819966788,8499,81652045,82153109,-,inside,183109,178109,NearestLocation,PPFIA2,15.05,-0.819966788,1889
chr10,16820000,16830000,10001,*,26.96,-0.820157417,6251,16632617,16859453,-,inside,39453,29453,NearestLocation,RSU1,12.54,-0.893638869,1890
chr10,16820000,16830000,10001,*,26.96,-0.820157417,6251,16632617,16859453,-,inside,39453,29453,NearestLocation,RSU1,26.96,-0.820157417,1890
chr1,226160000,226170000,10001,*,28.21,-0.822065948,163859,226170403,226187066,-,downstream,27066,403,NearestLocation,SDE2,28.21,-0.822065948,1891
chr16,78535000,78540000,5001,*,16.3,-0.822356152,51741,78133327,79246564,+,inside,401673,401673,NearestLocation,WWOX,13.17,-0.83830601,1892
chr16,78535000,78540000,5001,*,16.3,-0.822356152,51741,78133327,79246564,+,inside,401673,401673,NearestLocation,WWOX,16.3,-0.822356152,1892
chr7,12725000,12750000,25001,*,14.42,-0.823463633,10124,12726452,12730558,+,includeFeature,-1452,1452,NearestLocation,ARL4A,29.47,-0.746771827,1893
chr7,12725000,12750000,25001,*,14.42,-0.823463633,10124,12726452,12730558,+,includeFeature,-1452,1452,NearestLocation,ARL4A,14.42,-0.823463633,1893
chr2,106830000,106840000,10001,*,18.81,-0.824182494,80146,106709759,106810795,-,upstream,-19205,19205,NearestLocation,UXS1,18.81,-0.824182494,1894
chr2,106830000,106840000,10001,*,18.81,-0.824182494,80146,106709759,106810795,-,upstream,-19205,19205,NearestLocation,UXS1,11.29,-0.862502918,1894
chr5,32075000,32100000,25001,*,30.72,-0.826196341,64083,32124824,32174425,-,downstream,99425,24824,NearestLocation,GOLPH3,30.72,-0.826196341,1895
chr5,32075000,32100000,25001,*,30.72,-0.826196341,23037,31639517,32111038,+,inside,435483,11038,Overlapping,PDZD2,30.72,-0.826196341,1895
chr18,2240000,2250000,10001,*,18.18,-0.826303612,64863,2537524,2571489,-,downstream,331489,287524,NearestLocation,METTL4,18.18,-0.826303612,1896
chr20,52210000,52220000,10001,*,20.06,-0.827438271,7764,52183610,52210801,-,overlapStart,801,801,NearestLocation,ZNF217,20.06,-0.827438271,1897
chr1,76800000,76825000,25001,*,10.03,-0.827943942,256435,76540389,77096669,+,inside,259611,259611,NearestLocation,ST6GALNAC3,10.03,-0.827943942,1898
chr15,27175000,27200000,25001,*,16.93,-0.827951422,2562,26788694,27184686,-,overlapStart,9686,9686,NearestLocation,GABRB3,16.93,-0.827951422,1899
chr15,27175000,27200000,25001,*,16.93,-0.827951422,2558,27111866,27194357,+,overlapEnd,63134,5643,Overlapping,GABRA5,16.93,-0.827951422,1899
chr4,56175000,56200000,25001,*,14.42,-0.828500597,79644,56212388,56239266,+,upstream,-37388,12388,NearestLocation,SRD5A3,14.42,-0.828500597,1900
chr12,30050000,30075000,25001,*,13.79,-0.829249222,83857,29653746,29937692,-,upstream,-112308,112308,NearestLocation,TMTC1,13.79,-0.829249222,1901
chr12,30050000,30075000,25001,*,13.79,-0.829249222,83857,29653746,29937692,-,upstream,-112308,112308,NearestLocation,TMTC1,26.96,-0.762137522,1901
chrX,48500000,48525000,25001,*,18.18,-0.83134102,7454,48542186,48549817,+,upstream,-42186,17186,NearestLocation,WAS,18.18,-0.83134102,1902
chr12,94370000,94380000,10001,*,14.42,-0.831541597,10154,94542499,94701451,+,upstream,-172499,162499,NearestLocation,PLXNC1,14.42,-0.831541597,1903
chr16,80475000,80500000,25001,*,17.55,-0.833499461,83657,80574854,80584541,+,upstream,-99854,74854,NearestLocation,DYNLRB2,17.55,-0.833499461,1904
chr10,123475000,123500000,25001,*,15.67,-0.835460249,2263,123237844,123357972,-,upstream,-117028,117028,NearestLocation,FGFR2,15.67,-0.835460249,1905
chr13,82210000,82220000,10001,*,12.54,-0.835536099,10253,80910112,80915086,-,upstream,-1294914,1294914,NearestLocation,SPRY2,26.96,-0.762054648,1906
chr13,82210000,82220000,10001,*,12.54,-0.835536099,10253,80910112,80915086,-,upstream,-1294914,1294914,NearestLocation,SPRY2,12.54,-0.835536099,1906
chr16,78535000,78540000,5001,*,13.17,-0.83830601,51741,78133327,79246564,+,inside,401673,401673,NearestLocation,WWOX,13.17,-0.83830601,1907
chr16,78535000,78540000,5001,*,13.17,-0.83830601,51741,78133327,79246564,+,inside,401673,401673,NearestLocation,WWOX,16.3,-0.822356152,1907
chr13,30675000,30700000,25001,*,15.67,-0.838648095,440131,30510668,30524625,+,downstream,164332,150375,NearestLocation,LINC00544,15.67,-0.838648095,1908
chr7,73260000,73270000,10001,*,16.93,-0.83891117,155368,73248921,73256855,-,upstream,-3145,3145,NearestLocation,METTL27,16.93,-0.83891117,1909
chr5,136405000,136410000,5001,*,11.91,-0.839124199,6695,136310987,136835018,-,inside,430018,94013,NearestLocation,SPOCK1,11.91,-0.839124199,1910
chr5,136405000,136410000,5001,*,11.91,-0.839124199,6695,136310987,136835018,-,inside,430018,94013,NearestLocation,SPOCK1,30.72,-0.743272181,1910
chr5,121850000,121875000,25001,*,19.44,-0.839632707,153163,121772192,121814782,-,upstream,-35218,35218,NearestLocation,MGC32805,19.44,-0.839632707,1911
chr3,152200000,152225000,25001,*,28.21,-0.844078002,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,23.82,-0.866448569,1912
chr3,152200000,152225000,25001,*,28.21,-0.844078002,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,15.67,-0.907979347,1912
chr3,152200000,152225000,25001,*,28.21,-0.844078002,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,28.21,-0.844078002,1912
chr14,85600000,85625000,25001,*,11.91,-0.846703175,100996280,85860223,85886418,+,upstream,-260223,235223,NearestLocation,LINC00911,11.91,-0.846703175,1913
chr13,27450000,27475000,25001,*,16.93,-0.85101492,2835,27329339,27334922,-,upstream,-115078,115078,NearestLocation,GPR12,16.93,-0.85101492,1914
chr5,132880000,132890000,10001,*,31.97,-0.85160474,23105,132532152,132948223,-,inside,68223,58223,NearestLocation,FSTL4,31.97,-0.85160474,1915
chr6,45350000,45375000,25001,*,28.21,-0.852039505,8464,44777054,45345788,-,upstream,-4212,4212,NearestLocation,SUPT3H,28.21,-0.852039505,1916
chr6,45350000,45375000,25001,*,28.21,-0.852039505,860,45296054,45518819,+,inside,53946,53946,Overlapping,RUNX2,28.21,-0.852039505,1916
chr12,115110000,115120000,10001,*,11.91,-0.853192518,6926,115108059,115121969,-,inside,11969,1941,NearestLocation,TBX3,11.91,-0.853192518,1917
chrX,105175000,105200000,25001,*,16.93,-0.855371628,203447,105066536,105202602,+,inside,108464,2602,Overlapping,NRK,16.93,-0.855371628,1918
chrX,105175000,105200000,25001,*,16.93,-0.855371628,6906,105277190,105282718,-,downstream,107718,77190,NearestLocation,SERPINA7,16.93,-0.855371628,1918
chr18,23450000,23475000,25001,*,23.82,-0.855757921,6760,23596217,23671164,-,downstream,221164,121217,NearestLocation,SS18,23.82,-0.855757921,1919
chr2,141000000,141025000,25001,*,14.42,-0.857166706,647012,139654894,139656744,+,downstream,1345106,1343256,NearestLocation,YY1P2,14.42,-0.857166706,1920
chr2,141000000,141025000,25001,*,14.42,-0.857166706,53353,140988996,142889270,-,inside,1889270,11004,Overlapping,LRP1B,14.42,-0.857166706,1920
chr8,127850000,127860000,10001,*,21.32,-0.858509282,100750225,128025399,128033259,+,upstream,-175399,165399,NearestLocation,PCAT1,21.32,-0.858509282,1921
chr4,11495000,11500000,5001,*,13.79,-0.859170751,9957,11399988,11430537,-,upstream,-64463,64463,NearestLocation,HS3ST1,13.79,-0.859170751,1922
chr2,106830000,106840000,10001,*,11.29,-0.862502918,80146,106709759,106810795,-,upstream,-19205,19205,NearestLocation,UXS1,18.81,-0.824182494,1923
chr2,106830000,106840000,10001,*,11.29,-0.862502918,80146,106709759,106810795,-,upstream,-19205,19205,NearestLocation,UXS1,11.29,-0.862502918,1923
chr18,72100000,72125000,25001,*,15.05,-0.864640586,125704,72102963,72124503,-,includeFeature,24503,497,NearestLocation,DIPK1C,15.05,-0.864640586,1924
chr3,152200000,152225000,25001,*,23.82,-0.866448569,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,23.82,-0.866448569,1925
chr3,152200000,152225000,25001,*,23.82,-0.866448569,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,15.67,-0.907979347,1925
chr3,152200000,152225000,25001,*,23.82,-0.866448569,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,28.21,-0.844078002,1925
chr2,148625000,148650000,25001,*,11.91,-0.869957167,92,148602086,148688393,+,inside,22914,22914,NearestLocation,ACVR2A,11.91,-0.869957167,1926
chr7,47475000,47500000,25001,*,16.3,-0.870702552,64759,47314752,47621742,-,inside,146742,121742,NearestLocation,TNS3,16.3,-0.870702552,1927
chr14,60810000,60820000,10001,*,29.47,-0.871883871,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,24.45,-0.897464792,1928
chr14,60810000,60820000,10001,*,29.47,-0.871883871,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,11.91,-0.961366138,1928
chr14,60810000,60820000,10001,*,29.47,-0.871883871,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,29.47,-0.871883871,1928
chr1,182400000,182425000,25001,*,19.44,-0.872575924,353299,182419256,182529732,+,overlapStart,-19256,5744,NearestLocation,RGSL1,19.44,-0.872575924,1929
chr1,182400000,182425000,25001,*,19.44,-0.872575924,353299,182419256,182529732,+,overlapStart,-19256,5744,NearestLocation,RGSL1,18.18,-0.878996633,1929
chr5,165850000,165855000,5001,*,14.42,-0.874436234,57451,166711843,167691162,+,upstream,-861843,856843,NearestLocation,TENM2,14.42,-0.874436234,1930
chr4,146100000,146125000,25001,*,20.69,-0.874726249,54726,146054802,146100832,-,overlapStart,832,832,NearestLocation,OTUD4,16.3,-0.43979175,1931
chr4,146100000,146125000,25001,*,20.69,-0.874726249,54726,146054802,146100832,-,overlapStart,832,832,NearestLocation,OTUD4,20.69,-0.874726249,1931
chr1,182400000,182425000,25001,*,18.18,-0.878996633,353299,182419256,182529732,+,overlapStart,-19256,5744,NearestLocation,RGSL1,19.44,-0.872575924,1932
chr1,182400000,182425000,25001,*,18.18,-0.878996633,353299,182419256,182529732,+,overlapStart,-19256,5744,NearestLocation,RGSL1,18.18,-0.878996633,1932
chr15,34260000,34265000,5001,*,24.45,-0.880316079,1133,34261089,34357287,+,overlapStart,-1089,1089,NearestLocation,CHRM5,24.45,-0.880316079,1933
chr15,34260000,34265000,5001,*,24.45,-0.880316079,57099,34158428,34331303,-,inside,71303,66303,Overlapping,AVEN,24.45,-0.880316079,1933
chr20,20120000,20130000,10001,*,21.32,-0.880725323,51340,20015012,20036690,-,upstream,-83310,83310,NearestLocation,CRNKL1,21.32,-0.880725323,1934
chr20,20120000,20130000,10001,*,21.32,-0.880725323,26074,20033158,20341346,+,inside,86842,86842,Overlapping,CFAP61,21.32,-0.880725323,1934
chr3,106825000,106850000,25001,*,28.21,-0.881006114,100302640,106555658,106959485,-,inside,134485,109485,NearestLocation,LINC00882,28.21,-0.881006114,1935
chr6,51400000,51405000,5001,*,13.79,-0.882581048,5314,51480145,51952423,-,downstream,552423,75145,NearestLocation,PKHD1,13.79,-0.882581048,1936
chr12,104020000,104025000,5001,*,15.05,-0.883254334,55576,103981069,104160502,+,inside,38931,38931,NearestLocation,STAB2,15.05,-0.883254334,1937
chr12,117805000,117810000,5001,*,11.29,-0.884895802,4842,117645947,117799607,-,upstream,-5393,5393,NearestLocation,NOS1,11.29,-0.884895802,1938
chr12,117805000,117810000,5001,*,11.29,-0.884895802,4842,117645947,117799607,-,upstream,-5393,5393,NearestLocation,NOS1,56.43,-0.654871342,1938
chr9,84290000,84300000,10001,*,13.17,-0.88668019,7088,84198598,84303596,-,inside,13596,3596,NearestLocation,TLE1,31.35,-0.794038526,1939
chr9,84290000,84300000,10001,*,13.17,-0.88668019,7088,84198598,84303596,-,inside,13596,3596,NearestLocation,TLE1,13.17,-0.88668019,1939
chr8,132910000,132915000,5001,*,16.3,-0.887201425,23167,132916356,133025886,+,upstream,-6356,1356,NearestLocation,EFR3A,16.3,-0.887201425,1940
chr7,47130000,47135000,5001,*,21.32,-0.887923456,64759,47314752,47621742,-,downstream,491742,179752,NearestLocation,TNS3,21.32,-0.887923456,1941
chr11,73000000,73005000,5001,*,25.08,-0.889465898,9828,73019663,73080425,+,upstream,-19663,14663,NearestLocation,ARHGEF17,25.08,-0.889465898,1942
chr11,73000000,73005000,5001,*,25.08,-0.889465898,5031,72975550,73009670,+,inside,24450,4670,Overlapping,P2RY6,25.08,-0.889465898,1942
chr1,12670000,12675000,5001,*,13.17,-0.88981191,9249,12627939,12677820,-,inside,7820,2820,NearestLocation,DHRS3,13.17,-0.88981191,1943
chr12,675000,700000,25001,*,17.55,-0.891211613,4815,673462,772755,-,inside,97755,1538,NearestLocation,NINJ2,17.55,-0.891211613,1944
chr1,47875000,47900000,25001,*,22.57,-0.891853053,84793,47897807,47900313,-,overlapEnd,25313,313,Overlapping,FOXD2-AS1,22.57,-0.891853053,1945
chr1,47875000,47900000,25001,*,22.57,-0.891853053,2301,47881744,47883724,+,includeFeature,-6744,6744,NearestLocation,FOXE3,22.57,-0.891853053,1945
chr4,57660000,57665000,5001,*,13.79,-0.892557892,6691,57676026,57688035,-,downstream,28035,11026,NearestLocation,SPINK2,13.79,-0.892557892,1946
chr11,93385000,93390000,5001,*,15.05,-0.893061305,85459,93394816,93463522,+,upstream,-9816,4816,NearestLocation,CEP295,17.55,0.038313076,1947
chr11,93385000,93390000,5001,*,15.05,-0.893061305,85459,93394816,93463522,+,upstream,-9816,4816,NearestLocation,CEP295,15.05,-0.893061305,1947
chr17,72150000,72175000,25001,*,15.05,-0.893600081,6169,72199795,72206019,+,upstream,-49795,24795,NearestLocation,RPL38,15.05,-0.893600081,1948
chr10,16820000,16830000,10001,*,12.54,-0.893638869,6251,16632617,16859453,-,inside,39453,29453,NearestLocation,RSU1,12.54,-0.893638869,1949
chr10,16820000,16830000,10001,*,12.54,-0.893638869,6251,16632617,16859453,-,inside,39453,29453,NearestLocation,RSU1,26.96,-0.820157417,1949
chr14,60810000,60820000,10001,*,24.45,-0.897464792,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,24.45,-0.897464792,1950
chr14,60810000,60820000,10001,*,24.45,-0.897464792,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,11.91,-0.961366138,1950
chr14,60810000,60820000,10001,*,24.45,-0.897464792,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,29.47,-0.871883871,1950
chr8,135375000,135400000,25001,*,16.3,-0.898111713,594840,135610314,135612932,+,upstream,-235314,210314,NearestLocation,ZFAT-AS1,16.3,-0.898111713,1951
chr6,51215000,51220000,5001,*,10.66,-0.898530905,7021,50786439,50815326,+,downstream,428561,399674,NearestLocation,TFAP2B,10.66,-0.898530905,1952
chr6,105900000,105925000,25001,*,27.59,-0.90032379,5550,105725442,105850999,-,upstream,-49001,49001,NearestLocation,PREP,11.29,-0.983385347,1953
chr6,105900000,105925000,25001,*,27.59,-0.90032379,5550,105725442,105850999,-,upstream,-49001,49001,NearestLocation,PREP,27.59,-0.90032379,1953
chr16,3740000,3750000,10001,*,28.21,-0.904136948,10131,3708038,3767598,-,inside,27598,17598,NearestLocation,TRAP1,28.21,-0.904136948,1954
chr2,160575000,160600000,25001,*,20.06,-0.905060287,64844,160569010,160625084,+,inside,5990,5990,NearestLocation,MARCHF7,20.06,-0.905060287,1955
chr20,10390000,10400000,10001,*,13.79,-0.906990926,8195,10385428,10414887,-,inside,24887,4572,NearestLocation,MKKS,13.79,-0.906990926,1956
chr3,152200000,152225000,25001,*,15.67,-0.907979347,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,23.82,-0.866448569,1957
chr3,152200000,152225000,25001,*,15.67,-0.907979347,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,15.67,-0.907979347,1957
chr3,152200000,152225000,25001,*,15.67,-0.907979347,645843,152057487,152058779,-,upstream,-141221,141221,NearestLocation,TMEM14EP,28.21,-0.844078002,1957
chr14,85990000,86000000,10001,*,11.91,-0.909514664,23768,85996488,86094270,+,overlapStart,-6488,3512,NearestLocation,FLRT2,11.91,-0.909514664,1958
chr12,1510000,1520000,10001,*,17.55,-0.912456808,23085,1100404,1605099,+,inside,409596,85099,Overlapping,ERC1,17.55,-0.912456808,1959
chr12,1510000,1520000,10001,*,17.55,-0.912456808,100292680,1609657,1613590,+,upstream,-99657,89657,NearestLocation,LINC00942,17.55,-0.912456808,1959
chr3,175060000,175065000,5001,*,18.81,-0.912704285,100616395,175087329,175087410,+,upstream,-27329,22329,NearestLocation,MIR4789,18.81,-0.912704285,1960
chr3,175060000,175065000,5001,*,18.81,-0.912704285,254827,174577111,175523428,+,inside,482889,458428,Overlapping,NAALADL2,18.81,-0.912704285,1960
chr6,10850000,10855000,5001,*,12.54,-0.913917687,81853,10747995,10852986,+,overlapEnd,102005,2014,Overlapping,TMEM14B,12.54,-0.913917687,1961
chr6,10850000,10855000,5001,*,12.54,-0.913917687,4117,10762956,10838788,-,upstream,-11212,11212,NearestLocation,MAK,12.54,-0.913917687,1961
chr6,10850000,10855000,5001,*,12.54,-0.913917687,221711,10747995,10974541,+,inside,102005,102005,Overlapping,SYCP2L,12.54,-0.913917687,1961
